ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,auth_success,auth_attempts,event_type,username,last_updated_timestamp
2025-04-24T10:20:09.512346Z,SH1348531,4.5.47.4,31742,173.96.169.78,22,tcp,SF,0,ShADadfF,45,2700,24,1320,,0,Connection Without Authentication,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.521769Z,SH4547896,125.19.151.3,18344,204.226.108.67,22,tcp,SF,0,ShADadfF,41,2952,27,1080,1.0,3,Successful SSH Login,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.514962Z,SH6262261,125.19.151.3,5986,164.254.24.82,22,tcp,SF,0,ShADadfF,46,2990,27,2025,1.0,2,Successful SSH Login,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.513347Z,SH3014231,129.164.50.72,32579,187.104.79.154,22,tcp,SF,0,ShADadfF,21,945,39,2301,0.0,1,Failed SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.520468Z,SH5945584,52.173.49.103,45270,164.254.24.82,22,tcp,SF,0,ShADadfF,28,2100,10,640,0.0,4,Multiple Failed Authentication Attempts,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.516542Z,SH8286769,4.5.47.4,48543,84.85.166.230,22,tcp,SF,0,ShADadfF,41,2747,10,510,0.0,1,Failed SSH Login,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.517905Z,SH5470266,171.3.171.165,59976,164.254.24.82,22,tcp,SF,0,ShADadfF,20,940,25,1200,0.0,8,Multiple Failed Authentication Attempts,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.518697Z,SH7454817,116.149.83.216,56877,170.170.25.84,22,tcp,SF,0,ShADadfF,14,756,13,962,,0,Connection Without Authentication,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.515771Z,SH8099724,216.10.117.99,34620,91.14.145.242,22,tcp,SF,0,ShADadfF,33,1353,21,1218,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.516051Z,SH2166081,191.47.156.160,32996,173.96.169.78,22,tcp,SF,0,ShADadfF,21,1050,24,1536,0.0,1,Failed SSH Login,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.519792Z,SH3508052,171.3.171.165,42776,133.183.125.94,22,tcp,SF,0,ShADadfF,39,2262,41,2583,1.0,2,Successful SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.514700Z,SH8472819,191.47.156.160,59363,164.186.59.85,22,tcp,SF,0,ShADadfF,19,817,29,1798,0.0,5,Multiple Failed Authentication Attempts,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.516224Z,SH6842314,159.193.183.0,39424,173.96.169.78,22,tcp,SF,0,ShADadfF,12,672,29,1392,0.0,1,Failed SSH Login,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.518622Z,SH9657245,31.184.137.182,34013,187.104.79.154,22,tcp,SF,0,ShADadfF,36,1908,33,2244,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.516872Z,SH9653940,23.111.149.52,2519,91.14.145.242,22,tcp,SF,0,ShADadfF,10,520,16,960,1.0,2,Successful SSH Login,service,2026-08-05 08:55:15
2025-04-24T10:20:09.519198Z,SH1123152,25.47.52.197,44535,173.96.169.78,22,tcp,SF,0,ShADadfF,39,1989,30,2280,0.0,8,Multiple Failed Authentication Attempts,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.512616Z,SH7722396,116.149.83.216,48165,164.254.24.82,22,tcp,SF,0,ShADadfF,42,3024,17,867,1.0,3,Successful SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.509300Z,SH9218923,191.43.248.137,18721,164.254.24.82,22,tcp,SF,0,ShADadfF,49,3773,24,1560,0.0,1,Failed SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.509201Z,SH8691809,135.176.100.83,7387,84.85.166.230,22,tcp,SF,0,ShADadfF,14,756,48,2256,1.0,1,Successful SSH Login,service,2026-08-05 08:55:15
2025-04-24T10:20:09.512066Z,SH3747072,87.143.23.119,9123,187.104.79.154,22,tcp,SF,0,ShADadfF,39,2145,38,2812,1.0,1,Successful SSH Login,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.514265Z,SH5742595,132.180.149.17,24068,84.85.166.230,22,tcp,SF,0,ShADadfF,46,3266,35,1890,1.0,3,Successful SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.510639Z,SH7462373,129.164.50.72,5479,204.226.108.67,22,tcp,SF,0,ShADadfF,46,3680,35,2135,,0,Connection Without Authentication,root,2026-08-05 08:55:15
2025-04-24T10:20:09.521198Z,SH4950429,114.126.110.154,45105,84.85.166.230,22,tcp,SF,0,ShADadfF,42,2814,47,2491,0.0,1,Failed SSH Login,deploy,2026-08-05 08:55:15
2025-04-24T10:20:09.519404Z,SH4243502,110.16.7.177,62702,204.226.108.67,22,tcp,SF,0,ShADadfF,32,1376,18,1368,1.0,3,Successful SSH Login,service,2026-08-05 08:55:15
2025-04-24T10:20:09.508861Z,SH7853516,125.123.103.182,47789,170.170.25.84,22,tcp,SF,0,ShADadfF,16,1168,37,2701,0.0,1,Failed SSH Login,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.519164Z,SH5015634,164.89.50.183,4541,200.6.78.129,22,tcp,SF,0,ShADadfF,32,1728,40,1920,1.0,1,Successful SSH Login,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.516370Z,SH8086926,181.91.226.98,30215,133.183.125.94,22,tcp,SF,0,ShADadfF,27,1836,41,2378,1.0,1,Successful SSH Login,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.520681Z,SH8599907,102.213.11.119,9318,204.226.108.67,22,tcp,SF,0,ShADadfF,28,1876,39,1560,0.0,1,Failed SSH Login,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.517784Z,SH3873175,125.19.151.3,40547,164.186.59.85,22,tcp,SF,0,ShADadfF,38,2736,12,540,0.0,7,Multiple Failed Authentication Attempts,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.519246Z,SH5963975,125.19.151.3,61824,123.158.160.191,22,tcp,SF,0,ShADadfF,48,1968,36,1836,0.0,6,Multiple Failed Authentication Attempts,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.518765Z,SH8569109,111.129.222.243,8424,164.254.24.82,22,tcp,SF,0,ShADadfF,34,1428,36,2268,,0,Connection Without Authentication,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.520983Z,SH2933217,105.236.211.106,54199,80.101.200.117,22,tcp,SF,0,ShADadfF,20,880,11,704,0.0,1,Failed SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.514425Z,SH9741014,129.164.50.72,58207,91.14.145.242,22,tcp,SF,0,ShADadfF,21,903,47,3760,,0,Connection Without Authentication,root,2026-08-05 08:55:15
2025-04-24T10:20:09.521844Z,SH5394811,129.164.50.72,15240,200.6.78.129,22,tcp,SF,0,ShADadfF,30,2310,36,2412,0.0,1,Failed SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.514345Z,SH2418611,159.193.183.0,24583,91.14.145.242,22,tcp,SF,0,ShADadfF,25,1725,18,1080,,0,Connection Without Authentication,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.521757Z,SH1410043,159.193.183.0,49672,170.170.25.84,22,tcp,SF,0,ShADadfF,27,1566,32,2304,1.0,1,Successful SSH Login,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.510087Z,SH8886388,206.121.122.80,18976,170.170.25.84,22,tcp,SF,0,ShADadfF,19,760,31,1798,,0,Connection Without Authentication,deploy,2026-08-05 08:55:15
2025-04-24T10:20:09.518681Z,SH3244723,171.3.171.165,26041,200.6.78.129,22,tcp,SF,0,ShADadfF,41,2173,48,2544,0.0,1,Failed SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.515060Z,SH5484241,191.47.156.160,28892,84.85.166.230,22,tcp,SF,0,ShADadfF,31,1922,40,2720,1.0,3,Successful SSH Login,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.520639Z,SH8303905,212.152.24.209,22454,187.104.79.154,22,tcp,SF,0,ShADadfF,30,1950,48,1920,1.0,3,Successful SSH Login,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.518931Z,SH6628191,125.19.151.3,50436,84.85.166.230,22,tcp,SF,0,ShADadfF,37,2923,19,1254,0.0,1,Failed SSH Login,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.521496Z,SH8299127,132.199.128.167,13774,170.170.25.84,22,tcp,SF,0,ShADadfF,30,1320,16,1232,,0,Connection Without Authentication,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.519260Z,SH4653021,168.154.125.86,45348,91.14.145.242,22,tcp,SF,0,ShADadfF,13,975,40,1720,0.0,4,Multiple Failed Authentication Attempts,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.520335Z,SH6834613,136.169.203.247,24001,91.14.145.242,22,tcp,SF,0,ShADadfF,37,2331,35,2310,,0,Connection Without Authentication,support,2026-08-05 08:55:15
2025-04-24T10:20:09.511893Z,SH1822684,181.91.226.98,34236,187.104.79.154,22,tcp,SF,0,ShADadfF,43,2623,24,1776,,0,Connection Without Authentication,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.521959Z,SH3946519,83.195.24.226,64458,204.226.108.67,22,tcp,SF,0,ShADadfF,19,1368,33,1551,0.0,1,Failed SSH Login,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.517931Z,SH1000372,110.16.7.177,50419,187.104.79.154,22,tcp,SF,0,ShADadfF,26,1898,30,1470,0.0,1,Failed SSH Login,service,2026-08-05 08:55:15
2025-04-24T10:20:09.519353Z,SH4274132,52.173.49.103,40863,200.6.78.129,22,tcp,SF,0,ShADadfF,18,972,30,1980,0.0,5,Multiple Failed Authentication Attempts,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.519861Z,SH4105410,23.111.149.52,38855,123.158.160.191,22,tcp,SF,0,ShADadfF,45,3600,36,2808,1.0,1,Successful SSH Login,service,2026-08-05 08:55:15
2025-04-24T10:20:09.509605Z,SH3201451,113.173.136.4,41182,133.183.125.94,22,tcp,SF,0,ShADadfF,27,1539,37,1998,0.0,1,Failed SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.509701Z,SH8826360,132.199.128.167,25606,84.85.166.230,22,tcp,SF,0,ShADadfF,27,1296,45,1890,0.0,7,Multiple Failed Authentication Attempts,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.519044Z,SH8178457,110.177.195.150,4155,84.85.166.230,22,tcp,SF,0,ShADadfF,48,2976,11,583,0.0,1,Failed SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.511507Z,SH3523037,132.199.128.167,5516,187.104.79.154,22,tcp,SF,0,ShADadfF,23,1679,25,1425,1.0,2,Successful SSH Login,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.508994Z,SH2244443,206.121.122.80,5985,164.254.24.82,22,tcp,SF,0,ShADadfF,10,500,27,1890,,0,Connection Without Authentication,deploy,2026-08-05 08:55:15
2025-04-24T10:20:09.515046Z,SH7181191,132.199.128.167,14137,80.101.200.117,22,tcp,SF,0,ShADadfF,16,640,48,2256,1.0,2,Successful SSH Login,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.521711Z,SH8683697,113.173.136.4,26744,164.254.24.82,22,tcp,SF,0,ShADadfF,39,2223,29,2291,1.0,1,Successful SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.512734Z,SH4734605,171.3.171.165,8242,204.226.108.67,22,tcp,SF,0,ShADadfF,37,2553,22,1188,1.0,3,Successful SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.514047Z,SH9983001,170.86.212.161,56847,164.254.24.82,22,tcp,SF,0,ShADadfF,24,1392,39,1560,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.518564Z,SH4633680,132.180.149.17,32652,123.158.160.191,22,tcp,SF,0,ShADadfF,33,1584,46,2530,1.0,1,Successful SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.520990Z,SH8354220,3.157.204.249,36879,173.96.169.78,22,tcp,SF,0,ShADadfF,49,3871,48,2544,1.0,1,Successful SSH Login,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.518113Z,SH1474327,173.53.0.82,38611,187.104.79.154,22,tcp,SF,0,ShADadfF,47,3243,23,1311,1.0,2,Successful SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.521560Z,SH9289964,122.204.186.125,17078,173.96.169.78,22,tcp,SF,0,ShADadfF,22,1056,42,2436,0.0,5,Multiple Failed Authentication Attempts,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.518318Z,SH1538427,74.165.131.224,25281,204.226.108.67,22,tcp,SF,0,ShADadfF,24,1512,21,1554,1.0,3,Successful SSH Login,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.520537Z,SH7478366,3.157.204.249,3419,84.85.166.230,22,tcp,SF,0,ShADadfF,20,1220,39,2925,0.0,8,Multiple Failed Authentication Attempts,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.515464Z,SH7778463,197.168.76.169,20429,173.96.169.78,22,tcp,SF,0,ShADadfF,20,1000,23,1403,0.0,4,Multiple Failed Authentication Attempts,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.516332Z,SH3422513,4.224.23.39,47798,123.158.160.191,22,tcp,SF,0,ShADadfF,41,2296,39,1911,,0,Connection Without Authentication,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.521333Z,SH3083747,110.177.195.150,53033,200.6.78.129,22,tcp,SF,0,ShADadfF,20,1100,18,738,0.0,4,Multiple Failed Authentication Attempts,test,2026-08-05 08:55:15
2025-04-24T10:20:09.515925Z,SH8962058,110.16.7.177,52815,80.101.200.117,22,tcp,SF,0,ShADadfF,37,2553,11,869,0.0,6,Multiple Failed Authentication Attempts,service,2026-08-05 08:55:15
2025-04-24T10:20:09.518369Z,SH4029394,3.157.204.249,36065,84.85.166.230,22,tcp,SF,0,ShADadfF,32,1568,12,732,,0,Connection Without Authentication,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.512430Z,SH6432252,172.197.112.108,40419,80.101.200.117,22,tcp,SF,0,ShADadfF,27,1512,45,2655,1.0,2,Successful SSH Login,support,2026-08-05 08:55:15
2025-04-24T10:20:09.520171Z,SH4948401,172.197.112.108,19924,123.158.160.191,22,tcp,SF,0,ShADadfF,36,2016,34,1802,1.0,1,Successful SSH Login,support,2026-08-05 08:55:15
2025-04-24T10:20:09.512008Z,SH2375082,173.53.0.82,21598,204.226.108.67,22,tcp,SF,0,ShADadfF,36,1872,39,2418,0.0,1,Failed SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.513988Z,SH2158831,170.86.212.161,26788,170.170.25.84,22,tcp,SF,0,ShADadfF,35,1715,38,1710,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.508846Z,SH3667192,135.55.210.223,42848,91.14.145.242,22,tcp,SF,0,ShADadfF,13,702,22,1034,0.0,8,Multiple Failed Authentication Attempts,support,2026-08-05 08:55:15
2025-04-24T10:20:09.508916Z,SH8176781,111.129.222.243,47980,80.101.200.117,22,tcp,SF,0,ShADadfF,42,3150,26,1976,,0,Connection Without Authentication,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.512873Z,SH1400591,135.55.210.223,3851,164.186.59.85,22,tcp,SF,0,ShADadfF,27,1485,30,1320,,0,Connection Without Authentication,support,2026-08-05 08:55:15
2025-04-24T10:20:09.521122Z,SH3658487,52.173.49.103,49801,164.254.24.82,22,tcp,SF,0,ShADadfF,19,1330,31,2294,0.0,6,Multiple Failed Authentication Attempts,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.514531Z,SH7727828,34.243.90.209,25654,84.85.166.230,22,tcp,SF,0,ShADadfF,45,2250,24,1896,0.0,1,Failed SSH Login,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.518304Z,SH2767710,114.56.126.152,27768,164.186.59.85,22,tcp,SF,0,ShADadfF,13,780,16,944,0.0,1,Failed SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.511750Z,SH8399969,212.152.24.209,34312,170.170.25.84,22,tcp,SF,0,ShADadfF,45,3600,34,2142,0.0,1,Failed SSH Login,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.521088Z,SH4972471,87.143.23.119,40477,187.104.79.154,22,tcp,SF,0,ShADadfF,34,2584,41,3280,0.0,1,Failed SSH Login,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.509167Z,SH8621861,191.43.248.137,33242,164.186.59.85,22,tcp,SF,0,ShADadfF,33,1419,20,1000,,0,Connection Without Authentication,test,2026-08-05 08:55:15
2025-04-24T10:20:09.521608Z,SH1171358,3.157.204.249,31657,123.158.160.191,22,tcp,SF,0,ShADadfF,26,2080,29,1334,0.0,1,Failed SSH Login,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.513452Z,SH2952711,206.121.122.80,28740,80.101.200.117,22,tcp,SF,0,ShADadfF,48,2112,17,816,0.0,1,Failed SSH Login,deploy,2026-08-05 08:55:15
2025-04-24T10:20:09.519089Z,SH4446656,125.19.151.3,17338,80.101.200.117,22,tcp,SF,0,ShADadfF,45,3105,20,820,,0,Connection Without Authentication,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.518741Z,SH4773379,111.129.222.243,39224,123.158.160.191,22,tcp,SF,0,ShADadfF,49,3087,43,2408,1.0,1,Successful SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.516827Z,SH9995957,191.47.156.160,10628,133.183.125.94,22,tcp,SF,0,ShADadfF,19,817,38,2850,0.0,8,Multiple Failed Authentication Attempts,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.514553Z,SH8908753,131.42.117.209,48927,84.85.166.230,22,tcp,SF,0,ShADadfF,45,1845,46,3496,0.0,1,Failed SSH Login,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.518438Z,SH9535038,168.154.125.86,60585,91.14.145.242,22,tcp,SF,0,ShADadfF,20,1220,47,2303,0.0,8,Multiple Failed Authentication Attempts,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.515555Z,SH2646862,164.89.50.183,24042,200.6.78.129,22,tcp,SF,0,ShADadfF,48,2400,36,2196,,0,Connection Without Authentication,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.520811Z,SH4653273,74.165.131.224,48343,133.183.125.94,22,tcp,SF,0,ShADadfF,24,1824,31,1581,0.0,1,Failed SSH Login,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.513898Z,SH4587628,191.33.181.155,47030,200.6.78.129,22,tcp,SF,0,ShADadfF,21,1176,24,1056,1.0,1,Successful SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.512230Z,SH6708394,105.236.211.106,5208,164.254.24.82,22,tcp,SF,0,ShADadfF,21,1155,22,1078,0.0,1,Failed SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.512645Z,SH5360586,191.47.156.160,39381,204.226.108.67,22,tcp,SF,0,ShADadfF,22,1320,38,2470,0.0,1,Failed SSH Login,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.509145Z,SH7734862,191.33.181.155,19635,170.170.25.84,22,tcp,SF,0,ShADadfF,10,580,18,864,1.0,3,Successful SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.513163Z,SH5134092,87.143.23.119,28755,200.6.78.129,22,tcp,SF,0,ShADadfF,45,2160,27,1782,0.0,8,Multiple Failed Authentication Attempts,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.516152Z,SH6583486,164.89.50.183,63182,91.14.145.242,22,tcp,SF,0,ShADadfF,20,920,47,2538,0.0,4,Multiple Failed Authentication Attempts,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.509389Z,SH1256990,216.10.117.99,31465,200.6.78.129,22,tcp,SF,0,ShADadfF,30,1980,25,1850,0.0,1,Failed SSH Login,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.512955Z,SH1079864,132.199.128.167,18441,170.170.25.84,22,tcp,SF,0,ShADadfF,46,1840,31,2077,0.0,1,Failed SSH Login,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.510152Z,SH8389125,125.123.103.182,54168,200.6.78.129,22,tcp,SF,0,ShADadfF,49,2058,49,2842,1.0,1,Successful SSH Login,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.518867Z,SH6060799,74.165.131.224,48987,170.170.25.84,22,tcp,SF,0,ShADadfF,23,1725,44,2376,1.0,3,Successful SSH Login,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.509477Z,SH4453254,31.184.137.182,45442,133.183.125.94,22,tcp,SF,0,ShADadfF,16,1184,22,1430,1.0,3,Successful SSH Login,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.515397Z,SH2774692,110.177.195.150,18180,164.186.59.85,22,tcp,SF,0,ShADadfF,29,2117,16,672,0.0,1,Failed SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.511530Z,SH5220328,83.195.24.226,4846,200.6.78.129,22,tcp,SF,0,ShADadfF,44,2684,35,1470,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.510459Z,SH1612565,197.168.76.169,4777,164.186.59.85,22,tcp,SF,0,ShADadfF,50,2150,29,1334,1.0,3,Successful SSH Login,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.519812Z,SH1263356,191.43.248.137,53800,170.170.25.84,22,tcp,SF,0,ShADadfF,40,1640,11,462,,0,Connection Without Authentication,test,2026-08-05 08:55:15
2025-04-24T10:20:09.520942Z,SH8151765,206.121.122.80,20486,200.6.78.129,22,tcp,SF,0,ShADadfF,21,1008,23,1426,1.0,2,Successful SSH Login,deploy,2026-08-05 08:55:15
2025-04-24T10:20:09.521315Z,SH1944787,168.154.125.86,9708,164.254.24.82,22,tcp,SF,0,ShADadfF,46,2668,18,1224,1.0,1,Successful SSH Login,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.509759Z,SH7791916,212.152.24.209,47670,123.158.160.191,22,tcp,SF,0,ShADadfF,31,2294,39,3120,1.0,3,Successful SSH Login,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.520033Z,SH8666037,197.168.76.169,48053,133.183.125.94,22,tcp,SF,0,ShADadfF,45,2430,37,2479,1.0,2,Successful SSH Login,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.518491Z,SH4004309,171.3.171.165,17074,187.104.79.154,22,tcp,SF,0,ShADadfF,50,3800,36,1476,1.0,3,Successful SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.518262Z,SH7403822,110.16.7.177,61465,204.226.108.67,22,tcp,SF,0,ShADadfF,40,2440,20,1040,0.0,8,Multiple Failed Authentication Attempts,service,2026-08-05 08:55:15
2025-04-24T10:20:09.515818Z,SH7117278,116.149.83.216,3718,133.183.125.94,22,tcp,SF,0,ShADadfF,13,884,35,1540,0.0,6,Multiple Failed Authentication Attempts,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.521053Z,SH4962605,129.164.50.72,50708,164.254.24.82,22,tcp,SF,0,ShADadfF,31,1457,32,1600,1.0,3,Successful SSH Login,root,2026-08-05 08:55:15
