ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,auth_success,auth_attempts,event_type,username,last_updated_timestamp
2025-04-24T10:20:09.513419Z,SH9701163,23.111.149.52,28607,123.158.160.191,22,tcp,SF,0,ShADadfF,43,2021,27,1836,0.0,1,Failed SSH Login,service,2026-08-05 08:55:15
2025-04-24T10:20:09.516321Z,SH7032244,87.143.23.119,28981,170.170.25.84,22,tcp,SF,0,ShADadfF,50,2600,33,2310,0.0,8,Multiple Failed Authentication Attempts,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.513807Z,SH1810086,191.43.248.137,11614,187.104.79.154,22,tcp,SF,0,ShADadfF,36,2772,49,2695,1.0,1,Successful SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.519642Z,SH7275525,110.16.7.177,59033,187.104.79.154,22,tcp,SF,0,ShADadfF,16,736,47,2256,,0,Connection Without Authentication,service,2026-08-05 08:55:15
2025-04-24T10:20:09.518093Z,SH9455543,3.157.204.249,21306,123.158.160.191,22,tcp,SF,0,ShADadfF,22,1716,35,2380,,0,Connection Without Authentication,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.518347Z,SH6491238,52.173.49.103,64839,173.96.169.78,22,tcp,SF,0,ShADadfF,15,645,24,1176,0.0,1,Failed SSH Login,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.513463Z,SH9891000,170.86.212.161,49912,204.226.108.67,22,tcp,SF,0,ShADadfF,33,2541,28,1568,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.516298Z,SH8893077,170.86.212.161,17771,170.170.25.84,22,tcp,SF,0,ShADadfF,47,3619,22,1716,0.0,8,Multiple Failed Authentication Attempts,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.514255Z,SH3934379,173.53.0.82,54187,80.101.200.117,22,tcp,SF,0,ShADadfF,30,2160,47,1927,,0,Connection Without Authentication,root,2026-08-05 08:55:15
2025-04-24T10:20:09.509737Z,SH4369567,116.149.83.216,16372,133.183.125.94,22,tcp,SF,0,ShADadfF,27,2079,19,988,,0,Connection Without Authentication,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.512987Z,SH9002157,196.134.79.79,43214,133.183.125.94,22,tcp,SF,0,ShADadfF,45,1845,15,1200,1.0,1,Successful SSH Login,deploy,2026-08-05 08:55:15
2025-04-24T10:20:09.517764Z,SH8451178,31.184.137.182,41315,123.158.160.191,22,tcp,SF,0,ShADadfF,14,1050,27,1080,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.520926Z,SH8727099,206.121.122.80,4768,200.6.78.129,22,tcp,SF,0,ShADadfF,41,1886,44,2200,0.0,1,Failed SSH Login,deploy,2026-08-05 08:55:15
2025-04-24T10:20:09.510163Z,SH7754792,105.236.211.106,6483,91.14.145.242,22,tcp,SF,0,ShADadfF,13,702,13,975,,0,Connection Without Authentication,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.521256Z,SH8651532,25.47.52.197,7638,187.104.79.154,22,tcp,SF,0,ShADadfF,17,1241,40,2080,0.0,7,Multiple Failed Authentication Attempts,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.513385Z,SH9885392,191.33.181.155,58627,164.254.24.82,22,tcp,SF,0,ShADadfF,30,2400,31,1643,0.0,7,Multiple Failed Authentication Attempts,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.520057Z,SH1797967,216.10.117.99,50557,187.104.79.154,22,tcp,SF,0,ShADadfF,25,1725,38,1862,0.0,1,Failed SSH Login,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.513230Z,SH8645000,197.168.76.169,26413,200.6.78.129,22,tcp,SF,0,ShADadfF,49,2254,38,2812,0.0,1,Failed SSH Login,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.513374Z,SH6252074,191.33.181.155,29762,133.183.125.94,22,tcp,SF,0,ShADadfF,15,825,25,1325,,0,Connection Without Authentication,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.509122Z,SH4548723,122.204.186.125,14064,173.96.169.78,22,tcp,SF,0,ShADadfF,24,960,26,2080,1.0,3,Successful SSH Login,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.509346Z,SH7174687,173.53.0.82,54607,170.170.25.84,22,tcp,SF,0,ShADadfF,10,400,50,2800,0.0,1,Failed SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.512077Z,SH7273101,135.176.100.83,31072,164.254.24.82,22,tcp,SF,0,ShADadfF,46,2438,11,550,0.0,4,Multiple Failed Authentication Attempts,service,2026-08-05 08:55:15
2025-04-24T10:20:09.518429Z,SH2463797,159.193.183.0,13311,164.254.24.82,22,tcp,SF,0,ShADadfF,49,2303,40,2200,,0,Connection Without Authentication,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.521447Z,SH6567702,129.164.50.72,32923,200.6.78.129,22,tcp,SF,0,ShADadfF,49,3626,12,576,0.0,6,Multiple Failed Authentication Attempts,root,2026-08-05 08:55:15
2025-04-24T10:20:09.513524Z,SH9220684,23.111.149.52,45703,170.170.25.84,22,tcp,SF,0,ShADadfF,27,1971,25,1325,1.0,3,Successful SSH Login,service,2026-08-05 08:55:15
2025-04-24T10:20:09.510942Z,SH4174044,212.152.24.209,48446,80.101.200.117,22,tcp,SF,0,ShADadfF,10,780,22,1584,0.0,1,Failed SSH Login,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.521303Z,SH2080249,191.33.181.155,38671,204.226.108.67,22,tcp,SF,0,ShADadfF,41,2665,13,962,0.0,1,Failed SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.513114Z,SH9610700,105.236.211.106,36125,91.14.145.242,22,tcp,SF,0,ShADadfF,35,2555,26,1612,0.0,1,Failed SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.520347Z,SH1376022,191.43.248.137,51432,80.101.200.117,22,tcp,SF,0,ShADadfF,12,720,35,1680,,0,Connection Without Authentication,test,2026-08-05 08:55:15
2025-04-24T10:20:09.521801Z,SH1138381,74.146.111.155,19801,187.104.79.154,22,tcp,SF,0,ShADadfF,31,1922,36,1800,0.0,4,Multiple Failed Authentication Attempts,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.520438Z,SH6557946,34.243.90.209,7652,80.101.200.117,22,tcp,SF,0,ShADadfF,10,800,15,810,0.0,8,Multiple Failed Authentication Attempts,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.513651Z,SH2882675,181.91.226.98,45806,84.85.166.230,22,tcp,SF,0,ShADadfF,23,1334,11,814,0.0,6,Multiple Failed Authentication Attempts,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.512851Z,SH1119940,4.224.23.39,62353,133.183.125.94,22,tcp,SF,0,ShADadfF,23,1380,26,1508,0.0,1,Failed SSH Login,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.510849Z,SH7164970,191.43.248.137,42847,170.170.25.84,22,tcp,SF,0,ShADadfF,49,2107,32,2176,0.0,1,Failed SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.511495Z,SH3016443,135.176.100.83,21641,123.158.160.191,22,tcp,SF,0,ShADadfF,34,1360,40,2520,,0,Connection Without Authentication,service,2026-08-05 08:55:15
2025-04-24T10:20:09.509918Z,SH8400551,111.129.222.243,24583,80.101.200.117,22,tcp,SF,0,ShADadfF,33,2475,15,1170,1.0,1,Successful SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.510997Z,SH2309798,131.42.117.209,5622,170.170.25.84,22,tcp,SF,0,ShADadfF,17,1071,11,616,0.0,1,Failed SSH Login,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.520393Z,SH9627732,172.197.112.108,9250,187.104.79.154,22,tcp,SF,0,ShADadfF,34,2516,17,901,,0,Connection Without Authentication,support,2026-08-05 08:55:15
2025-04-24T10:20:09.509433Z,SH9693993,25.47.52.197,27163,91.14.145.242,22,tcp,SF,0,ShADadfF,11,847,45,2160,0.0,4,Multiple Failed Authentication Attempts,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.514381Z,SH8498794,83.195.24.226,37440,187.104.79.154,22,tcp,SF,0,ShADadfF,27,1377,29,2291,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.515728Z,SH5170155,52.173.49.103,59439,80.101.200.117,22,tcp,SF,0,ShADadfF,49,3332,42,2604,1.0,1,Successful SSH Login,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.515007Z,SH7987229,197.168.76.169,60422,170.170.25.84,22,tcp,SF,0,ShADadfF,48,2784,41,2501,0.0,5,Multiple Failed Authentication Attempts,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.514228Z,SH3204784,168.154.125.86,61322,91.14.145.242,22,tcp,SF,0,ShADadfF,16,960,32,1312,0.0,5,Multiple Failed Authentication Attempts,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.510628Z,SH5487103,4.224.23.39,18944,123.158.160.191,22,tcp,SF,0,ShADadfF,16,1024,50,2400,0.0,1,Failed SSH Login,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.521952Z,SH4094097,52.173.49.103,9034,80.101.200.117,22,tcp,SF,0,ShADadfF,31,2387,30,1740,0.0,8,Multiple Failed Authentication Attempts,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.509467Z,SH9894992,191.43.248.137,44693,173.96.169.78,22,tcp,SF,0,ShADadfF,37,2109,48,3168,,0,Connection Without Authentication,test,2026-08-05 08:55:15
2025-04-24T10:20:09.509826Z,SH2093484,135.55.210.223,41255,133.183.125.94,22,tcp,SF,0,ShADadfF,27,1242,44,2200,0.0,5,Multiple Failed Authentication Attempts,support,2026-08-05 08:55:15
2025-04-24T10:20:09.514289Z,SH8337574,111.129.222.243,51839,204.226.108.67,22,tcp,SF,0,ShADadfF,20,800,15,945,,0,Connection Without Authentication,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.511182Z,SH9257378,113.173.136.4,17868,187.104.79.154,22,tcp,SF,0,ShADadfF,33,1353,31,1984,0.0,1,Failed SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.509488Z,SH7687829,172.197.112.108,12992,200.6.78.129,22,tcp,SF,0,ShADadfF,22,1232,28,1568,0.0,1,Failed SSH Login,support,2026-08-05 08:55:15
2025-04-24T10:20:09.519999Z,SH1901750,110.177.195.150,17820,200.6.78.129,22,tcp,SF,0,ShADadfF,31,1395,27,1269,,0,Connection Without Authentication,test,2026-08-05 08:55:15
2025-04-24T10:20:09.519297Z,SH1698922,74.146.111.155,40626,164.186.59.85,22,tcp,SF,0,ShADadfF,14,574,31,1798,0.0,1,Failed SSH Login,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.521699Z,SH5091785,105.236.211.106,49375,204.226.108.67,22,tcp,SF,0,ShADadfF,48,3600,22,1606,0.0,8,Multiple Failed Authentication Attempts,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.511793Z,SH5805762,25.47.52.197,28321,204.226.108.67,22,tcp,SF,0,ShADadfF,13,780,42,2898,0.0,7,Multiple Failed Authentication Attempts,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.519253Z,SH4361151,25.47.52.197,58032,200.6.78.129,22,tcp,SF,0,ShADadfF,31,1271,43,2236,,0,Connection Without Authentication,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.510379Z,SH1489199,105.236.211.106,39584,91.14.145.242,22,tcp,SF,0,ShADadfF,15,930,32,1472,0.0,1,Failed SSH Login,john.doe,2026-08-05 08:55:15
2025-04-24T10:20:09.515716Z,SH4317569,110.16.7.177,52227,123.158.160.191,22,tcp,SF,0,ShADadfF,39,2262,17,1241,0.0,8,Multiple Failed Authentication Attempts,service,2026-08-05 08:55:15
2025-04-24T10:20:09.520562Z,SH9501952,3.157.204.249,46404,204.226.108.67,22,tcp,SF,0,ShADadfF,26,1144,33,1848,1.0,2,Successful SSH Login,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.520976Z,SH3624964,125.123.103.182,57313,187.104.79.154,22,tcp,SF,0,ShADadfF,38,3002,10,450,0.0,5,Multiple Failed Authentication Attempts,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.511069Z,SH5458351,52.173.49.103,55260,164.186.59.85,22,tcp,SF,0,ShADadfF,49,2646,31,2232,0.0,1,Failed SSH Login,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.520603Z,SH8375061,181.91.226.98,39979,164.254.24.82,22,tcp,SF,0,ShADadfF,39,1911,48,3408,0.0,1,Failed SSH Login,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.516521Z,SH1991736,125.123.103.182,22432,200.6.78.129,22,tcp,SF,0,ShADadfF,17,697,45,2565,,0,Connection Without Authentication,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.515286Z,SH7648357,52.173.49.103,26101,187.104.79.154,22,tcp,SF,0,ShADadfF,19,1083,32,1600,0.0,7,Multiple Failed Authentication Attempts,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.514650Z,SH5967579,131.42.117.209,8373,164.254.24.82,22,tcp,SF,0,ShADadfF,40,2440,32,1664,0.0,8,Multiple Failed Authentication Attempts,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.512583Z,SH2396652,74.146.111.155,7650,173.96.169.78,22,tcp,SF,0,ShADadfF,17,765,33,2343,1.0,3,Successful SSH Login,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.513701Z,SH1220510,191.43.248.137,44596,204.226.108.67,22,tcp,SF,0,ShADadfF,21,1554,17,867,1.0,2,Successful SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.520482Z,SH3262053,216.10.117.99,51313,80.101.200.117,22,tcp,SF,0,ShADadfF,23,1702,39,2496,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.517924Z,SH2155422,113.173.136.4,40086,187.104.79.154,22,tcp,SF,0,ShADadfF,39,1755,47,2820,1.0,1,Successful SSH Login,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.515545Z,SH5798652,173.53.0.82,44628,133.183.125.94,22,tcp,SF,0,ShADadfF,10,630,38,2318,,0,Connection Without Authentication,root,2026-08-05 08:55:15
2025-04-24T10:20:09.519756Z,SH6398984,34.243.90.209,26550,91.14.145.242,22,tcp,SF,0,ShADadfF,46,3634,24,1032,0.0,5,Multiple Failed Authentication Attempts,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.512655Z,SH2570923,34.243.90.209,9892,123.158.160.191,22,tcp,SF,0,ShADadfF,32,2144,24,1824,,0,Connection Without Authentication,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.510492Z,SH3976963,74.165.131.224,27009,164.254.24.82,22,tcp,SF,0,ShADadfF,43,3010,14,728,1.0,1,Successful SSH Login,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.516130Z,SH2772437,4.224.23.39,61437,133.183.125.94,22,tcp,SF,0,ShADadfF,19,1026,40,2080,0.0,4,Multiple Failed Authentication Attempts,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.510682Z,SH6190368,132.199.128.167,2469,164.186.59.85,22,tcp,SF,0,ShADadfF,15,690,30,1260,,0,Connection Without Authentication,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.518411Z,SH7580404,132.180.149.17,22302,164.186.59.85,22,tcp,SF,0,ShADadfF,11,770,11,440,0.0,5,Multiple Failed Authentication Attempts,test,2026-08-05 08:55:15
2025-04-24T10:20:09.509861Z,SH4361573,168.154.125.86,21403,91.14.145.242,22,tcp,SF,0,ShADadfF,44,1848,32,2048,1.0,2,Successful SSH Login,sysadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.519551Z,SH7672078,171.204.144.93,57685,133.183.125.94,22,tcp,SF,0,ShADadfF,33,2145,45,2700,1.0,2,Successful SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.518445Z,SH2999688,159.193.183.0,14159,173.96.169.78,22,tcp,SF,0,ShADadfF,19,893,11,440,0.0,1,Failed SSH Login,oracle,2026-08-05 08:55:15
2025-04-24T10:20:09.521205Z,SH6038659,191.43.248.137,58875,84.85.166.230,22,tcp,SF,0,ShADadfF,40,1960,24,1224,1.0,2,Successful SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.519749Z,SH5268156,110.177.195.150,57872,84.85.166.230,22,tcp,SF,0,ShADadfF,33,1485,46,3358,0.0,1,Failed SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.521734Z,SH5100514,129.164.50.72,19643,187.104.79.154,22,tcp,SF,0,ShADadfF,42,2730,21,1113,0.0,1,Failed SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.519955Z,SH4417748,216.10.117.99,53321,84.85.166.230,22,tcp,SF,0,ShADadfF,37,2553,40,1640,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.513568Z,SH2157269,206.121.122.80,49905,164.186.59.85,22,tcp,SF,0,ShADadfF,45,2655,42,1680,1.0,1,Successful SSH Login,deploy,2026-08-05 08:55:15
2025-04-24T10:20:09.519612Z,SH4890391,197.168.76.169,63084,123.158.160.191,22,tcp,SF,0,ShADadfF,12,732,11,858,1.0,2,Successful SSH Login,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.510859Z,SH4835099,191.43.248.137,23790,80.101.200.117,22,tcp,SF,0,ShADadfF,46,3450,10,480,0.0,4,Multiple Failed Authentication Attempts,test,2026-08-05 08:55:15
2025-04-24T10:20:09.520370Z,SH8123603,135.55.210.223,3115,123.158.160.191,22,tcp,SF,0,ShADadfF,32,2336,29,1943,1.0,3,Successful SSH Login,support,2026-08-05 08:55:15
2025-04-24T10:20:09.516591Z,SH2720846,216.10.117.99,64109,91.14.145.242,22,tcp,SF,0,ShADadfF,50,3650,19,1178,0.0,1,Failed SSH Login,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.520712Z,SH1744071,125.123.103.182,2689,170.170.25.84,22,tcp,SF,0,ShADadfF,22,1738,49,3871,1.0,2,Successful SSH Login,backup,2026-08-05 08:55:15
2025-04-24T10:20:09.512093Z,SH9251695,122.204.186.125,43264,164.186.59.85,22,tcp,SF,0,ShADadfF,10,630,27,1755,0.0,1,Failed SSH Login,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.510882Z,SH6681952,87.143.23.119,48834,164.254.24.82,22,tcp,SF,0,ShADadfF,29,2291,37,2220,0.0,1,Failed SSH Login,alice,2026-08-05 08:55:15
2025-04-24T10:20:09.518484Z,SH4456976,122.204.186.125,15154,164.254.24.82,22,tcp,SF,0,ShADadfF,29,1885,29,1189,,0,Connection Without Authentication,svc_user,2026-08-05 08:55:15
2025-04-24T10:20:09.511274Z,SH6518469,191.33.181.155,9468,80.101.200.117,22,tcp,SF,0,ShADadfF,31,1519,18,1278,0.0,6,Multiple Failed Authentication Attempts,dbadmin,2026-08-05 08:55:15
2025-04-24T10:20:09.515533Z,SH9183277,136.169.203.247,12449,204.226.108.67,22,tcp,SF,0,ShADadfF,12,672,46,2714,0.0,7,Multiple Failed Authentication Attempts,support,2026-08-05 08:55:15
2025-04-24T10:20:09.519714Z,SH2482083,110.16.7.177,33000,84.85.166.230,22,tcp,SF,0,ShADadfF,46,3588,31,1798,0.0,7,Multiple Failed Authentication Attempts,service,2026-08-05 08:55:15
2025-04-24T10:20:09.520455Z,SH5911072,110.177.195.150,17959,164.254.24.82,22,tcp,SF,0,ShADadfF,21,1386,28,1428,0.0,1,Failed SSH Login,test,2026-08-05 08:55:15
2025-04-24T10:20:09.520957Z,SH6398356,135.55.210.223,11560,91.14.145.242,22,tcp,SF,0,ShADadfF,21,924,35,2800,0.0,1,Failed SSH Login,support,2026-08-05 08:55:15
2025-04-24T10:20:09.514080Z,SH5837415,125.19.151.3,24890,200.6.78.129,22,tcp,SF,0,ShADadfF,18,972,38,2166,,0,Connection Without Authentication,svc_ssh,2026-08-05 08:55:15
2025-04-24T10:20:09.521915Z,SH2266140,131.42.117.209,44832,187.104.79.154,22,tcp,SF,0,ShADadfF,40,1600,18,882,1.0,2,Successful SSH Login,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.513058Z,SH1153683,114.56.126.152,26492,170.170.25.84,22,tcp,SF,0,ShADadfF,14,770,18,792,0.0,1,Failed SSH Login,root,2026-08-05 08:55:15
2025-04-24T10:20:09.510549Z,SH5724382,102.213.11.119,2834,80.101.200.117,22,tcp,SF,0,ShADadfF,21,1113,10,400,0.0,1,Failed SSH Login,webmaster,2026-08-05 08:55:15
2025-04-24T10:20:09.518106Z,SH5536175,172.197.112.108,51386,200.6.78.129,22,tcp,SF,0,ShADadfF,26,1118,43,2365,0.0,8,Multiple Failed Authentication Attempts,support,2026-08-05 08:55:15
2025-04-24T10:20:09.516843Z,SH7567536,131.42.117.209,64234,204.226.108.67,22,tcp,SF,0,ShADadfF,18,1440,16,640,0.0,4,Multiple Failed Authentication Attempts,ubuntu,2026-08-05 08:55:15
2025-04-24T10:20:09.512442Z,SH3773823,135.176.100.83,32788,91.14.145.242,22,tcp,SF,0,ShADadfF,35,2415,22,1232,0.0,1,Failed SSH Login,service,2026-08-05 08:55:15
2025-04-24T10:20:09.521534Z,SH4666014,216.10.117.99,45279,84.85.166.230,22,tcp,SF,0,ShADadfF,48,2832,11,539,,0,Connection Without Authentication,admin,2026-08-05 08:55:15
2025-04-24T10:20:09.512838Z,SH4032540,52.173.49.103,28597,173.96.169.78,22,tcp,SF,0,ShADadfF,47,3102,11,836,,0,Connection Without Authentication,backup,2026-08-05 08:55:15
